Edad,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
83,8450,8935,9481,10070,10777,11629,12511,13437,14426,15502,16617,17784,18999,20161,21362,22621,23866,25172,26438,27641,28844,30093,31462,32816,34309,36023,37870,40064,42637,45482,48526,51745,55068,58199,60978,63442,65655,67745,69731,71750,73960,76255,78473,80501,82319,83934,85441,87135,89209,91772,94959,98775,102979,107389,112003,116684,121440,126314,131009,135659,141378,147748,154443,161457,167761,173459,179002,185130,191849,198922,203479,205544,211301,220672,230264,239613,249426,260433,271150,281179,291303,301466,311552,321388,333383,349673,369099,391904,415525,437200,458555,481459,506054,531304,556323,580866,605573,630159,653166,674754,696939,720287,743965,767811,791635,814318,834953,852101,864351,871150,874994,880559,890372,905031,924607,949348,978078,1008756,1038917,1066382,1092180
84,6751,7150,7598,8082,8660,9365,10094,10865,11697,12606,13561,14576,15643,16667,17733,18848,19946,21116,22276,23400,24530,25701,26962,28173,29458,30870,32346,34088,36136,38416,40929,43702,46715,49684,52464,55000,57263,59328,61189,63021,65022,67122,69215,71218,73028,74594,75962,77396,79060,81064,83607,86731,90245,94007,98058,102270,106628,111112,115453,119696,124277,130083,136268,142505,148906,154592,159837,165440,171521,177735,181522,182952,187830,196224,205060,214117,222961,232254,242674,252843,262387,272038,281741,291388,300815,312280,327783,346246,367905,390352,410993,431357,453200,476661,500765,524680,548173,571846,595431,617548,638343,659721,682217,705043,728044,751042,772973,792977,809684,821750,828642,832726,838453,848229,862630,881732,905774,933641,963388,992663,1019382
85,5314,5639,6002,6395,6866,7439,8035,8666,9352,10110,10908,11768,12685,13576,14506,15486,16448,17470,18499,19521,20570,21659,22816,23932,25069,26272,27470,28855,30474,32264,34255,36525,39101,41768,44381,46886,49192,51273,53099,54799,56618,58502,60406,62275,64048,65594,66914,68210,69624,71234,73243,75753,78615,81723,85148,88812,92695,96770,100727,104627,108798,113501,119114,124840,130489,136229,141433,146719,152249,157838,161028,161847,165882,173289,181159,189454,197967,206300,215064,224889,234497,243547,252711,261938,271128,280128,291039,305731,323204,343682,364920,384496,403836,424584,446874,469796,492567,514970,537568,560110,581291,601248,621772,643366,665289,687395,709516,730648,749979,766208,778057,785017,789323,795189,804902,819013,837600,860895,887848,916611,944948
86,4119,4375,4668,4983,5362,5826,6304,6814,7371,7987,8644,9357,10126,10883,11682,12527,13363,14249,15139,16038,16984,17977,19043,20055,21087,22151,23153,24266,25548,26946,28487,30266,32365,34618,36942,39275,41522,43613,45443,47091,48768,50463,52162,53841,55486,56982,58273,59510,60789,62159,63795,65794,68078,70568,73373,76434,79787,83393,86953,90473,94282,98559,103127,108287,113422,118452,123670,128856,134042,139087,141914,142339,145540,151954,158858,166204,173952,181918,189732,197960,207182,216223,224764,233427,242164,250881,259434,269771,283627,300084,319355,339356,357838,376124,395747,416836,438539,460133,481407,502891,524344,544545,563620,583243,603888,624859,646021,667220,687509,706122,721833,733434,740433,744937,750915,760533,774317,792346,814849,840836,868562
87,3140,3340,3569,3819,4121,4489,4870,5275,5720,6214,6743,7322,7951,8579,9250,9967,10680,11442,12205,12974,13796,14684,15642,16559,17494,18434,19310,20240,21271,22350,23531,24897,26535,28349,30292,32340,34410,36420,38236,39874,41477,43029,44538,46022,47482,48854,50097,51298,52504,53735,55131,56767,58570,60529,62753,65230,68012,71095,74210,77348,80773,84665,88798,92968,97561,102082,106620,111767,116801,121488,124002,124323,126935,132294,138236,144640,151458,158659,166073,173366,181053,189666,198130,206154,214303,222536,230762,238850,248593,261595,277015,295057,313800,331164,348372,366844,386701,407157,427538,447649,467978,488303,507483,525632,544311,563959,583935,604111,624341,643743,661597,676751,688065,695074,699744,705805,715294,728712,746142,767805,792775
88,2355,2504,2681,2875,3111,3401,3700,4019,4367,4758,5176,5636,6141,6646,7197,7792,8389,9030,9677,10330,11033,11793,12633,13452,14281,15122,15894,16688,17541,18394,19297,20334,21577,22972,24516,26211,28001,29834,31559,33167,34724,36194,37562,38871,40139,41341,42470,43606,44763,45916,47161,48564,50025,51543,53270,55207,57436,59976,62605,65325,68361,71849,75586,79325,82992,87000,91057,95523,100450,104961,107253,107520,109880,114418,119354,124828,130732,137026,143680,150544,157313,164456,172457,180338,187834,195459,203173,210895,218500,227633,239765,254134,270932,288403,304630,320740,338040,356641,375823,394962,413876,433018,452177,470297,487480,505173,523788,542726,561874,581094,599568,616621,631177,642168,649150,653953,660062,669384,682397,699183,719961
89,1738,1847,1977,2124,2305,2529,2761,3007,3278,3579,3904,4264,4660,5060,5498,5978,6466,6997,7535,8083,8673,9309,10027,10731,11463,12197,12880,13569,14288,14985,15683,16458,17405,18450,19623,20950,22410,23974,25528,27039,28535,29941,31221,32392,33496,34523,35494,36522,37603,38692,39841,41085,42329,43528,44856,46338,48066,50088,52215,54485,57108,60185,63512,66861,70115,73271,76836,80807,85057,89427,91635,91820,94010,98149,102299,106817,111828,117238,123012,129124,135439,141684,148282,155669,162964,169925,177017,184202,191406,198515,207024,218277,231587,247136,263323,278403,293401,309511,326839,344725,362596,380288,398211,416172,433198,449382,466055,483599,501464,519545,537719,555225,571438,585356,595982,602898,607797,613916,623033,635599,651700
90,1259,1337,1432,1539,1674,1843,2019,2207,2414,2645,2892,3167,3472,3781,4122,4498,4887,5315,5754,6205,6699,7221,7815,8405,9024,9665,10253,10850,11467,12046,12600,13193,13907,14682,15546,16543,17675,18932,20242,21579,22962,24294,25507,26582,27558,28442,29263,30145,31111,32116,33188,34319,35409,36405,37447,38560,39862,41412,43082,44895,47077,49728,52649,55603,58490,61271,64055,67522,71263,74990,77207,77381,79322,83199,86952,90728,94841,99405,104334,109601,115182,120958,126685,132741,139519,146228,152652,159207,165858,172540,179148,187033,197412,209673,223986,238901,252838,266721,281640,297691,314275,330871,347328,364020,380770,396689,411856,427494,443953,460728,477725,494831,511344,526688,539936,550161,556973,561931,568022,576901,588990
91,892,949,1017,1093,1190,1315,1446,1586,1741,1915,2101,2308,2538,2772,3031,3320,3620,3955,4303,4666,5071,5493,5982,6462,6974,7509,8007,8517,9040,9525,9983,10454,10990,11564,12192,12918,13754,14713,15751,16865,18077,19283,20410,21422,22309,23077,23776,24515,25338,26224,27201,28244,29214,30078,30923,31776,32742,33901,35155,36553,38304,40514,43010,45582,48099,50541,52975,55699,58922,62170,64050,64391,66026,69457,72932,76313,79723,83439,87563,92021,96788,101847,107090,112304,117824,123997,130123,136010,142025,148140,154293,160392,167648,177156,188371,201454,215101,227892,240657,254380,269148,284424,299734,314942,330388,345911,360700,374828,389405,404752,420411,436294,452300,467788,482227,494766,504551,511217,516190,522214,530814
92,619,659,707,761,830,918,1012,1115,1228,1357,1494,1647,1817,1990,2183,2399,2626,2881,3149,3433,3756,4099,4483,4870,5282,5714,6125,6552,6988,7395,7770,8150,8564,8992,9451,9967,10572,11268,12047,12921,13913,14944,15962,16889,17709,18397,18996,19617,20296,21046,21899,22828,23707,24465,25180,25872,26598,27456,28361,29401,30758,32535,34600,36775,38930,41035,43155,45514,48045,50809,52551,52932,54372,57153,60195,63285,66304,69358,72689,76385,80383,84664,89212,93935,98644,103635,109213,114764,120115,125594,131171,136795,142382,149008,157651,167830,179697,192092,203744,215395,227925,241414,255382,269405,283361,297555,311840,325487,338559,352058,366274,380794,395543,410425,424860,438363,450159,459465,465943,470887,476802
93,420,447,481,518,565,627,692,766,847,938,1038,1150,1273,1398,1538,1697,1864,2053,2253,2468,2717,2990,3289,3594,3916,4256,4587,4932,5287,5626,5938,6234,6568,6895,7226,7594,8026,8518,9071,9717,10480,11317,12174,12994,13735,14363,14894,15415,15978,16597,17305,18101,18878,19554,20173,20742,21318,21960,22611,23354,24374,25761,27418,29191,30986,32765,34567,36598,38765,40903,42438,43046,44268,46484,48923,51596,54319,56991,59702,62661,65944,69499,73310,77363,81579,85796,90269,95267,100254,105079,110026,115071,120167,125243,131243,139035,148199,158875,170039,180568,191117,202466,214691,227364,240109,252818,265762,278811,291311,303318,315728,328804,342175,355773,369515,382877,395421,406442,415234,421481,426352
94,280,296,318,344,377,418,463,513,570,634,704,782,870,960,1059,1173,1292,1429,1576,1733,1925,2126,2358,2591,2844,3105,3359,3629,3915,4182,4429,4673,4937,5191,5437,5705,6003,6343,6725,7186,7741,8386,9061,9739,10381,10946,11423,11877,12345,12843,13418,14074,14729,15315,15855,16341,16807,17309,17789,18315,19050,20101,21386,22793,24234,25692,27199,28907,30745,32549,33671,34280,35534,37340,39263,41384,43709,46086,48427,50810,53413,56301,59432,62791,66370,70099,73839,77812,82249,86688,90997,95423,99945,104522,109091,114476,121437,129614,139132,149100,158531,168000,178192,189176,200576,212064,223542,235249,247073,258432,269374,280694,292629,304847,317290,329885,342162,353729,363953,372196,378173
95,182,192,205,223,244,273,302,336,374,418,465,519,581,643,713,791,875,970,1074,1187,1330,1477,1653,1824,2015,2214,2405,2606,2826,3036,3233,3421,3628,3828,4013,4211,4416,4651,4913,5226,5615,6075,6586,7115,7641,8118,8539,8931,9336,9742,10206,10730,11253,11740,12205,12613,13008,13407,13768,14144,14679,15455,16433,17510,18623,19780,21000,22405,23928,25436,26323,26620,27790,29541,31089,32743,34566,36567,38618,40648,42721,44988,47503,50231,53161,56288,59553,62838,66330,70230,74141,77952,81873,85886,89955,94028,98814,104972,112197,120603,129417,137785,146204,155273,165051,175214,185475,195748,206245,216866,227098,236986,247226,258027,269101,280394,291843,303033,313616,323025,330692
96,115,122,130,139,154,173,192,213,239,268,299,335,376,419,466,520,577,642,713,793,897,1004,1129,1256,1393,1537,1682,1830,1991,2149,2297,2445,2605,2755,2902,3046,3193,3352,3527,3737,4001,4316,4675,5068,5468,5851,6203,6547,6885,7225,7596,8007,8419,8802,9175,9518,9848,10177,10461,10741,11125,11697,12421,13226,14066,14944,15886,17015,18256,19488,20150,20266,21119,22747,24217,25530,26934,28484,30186,31936,33676,35460,37410,39576,41927,44456,47158,49985,52837,55875,59264,62674,66008,69443,72966,76547,80137,84346,89738,96055,103401,111116,118466,125877,133865,142484,151456,160532,169640,178962,188411,197544,206398,215577,225265,235212,245371,255688,265799,275397,283982
97,70,75,80,86,94,106,119,133,148,166,187,210,237,265,297,333,371,414,461,514,589,664,748,839,939,1041,1147,1254,1368,1482,1590,1700,1821,1936,2043,2150,2258,2371,2488,2624,2798,3015,3251,3526,3809,4097,4372,4656,4937,5215,5514,5837,6160,6453,6737,7019,7280,7544,7771,7987,8282,8704,9232,9817,10431,11079,11788,12654,13632,14613,15084,15071,15711,16998,18339,19560,20660,21838,23138,24568,26043,27516,29031,30690,32532,34534,36690,38997,41417,43865,46475,49387,52324,55207,58183,61240,64353,67482,71142,75809,81271,87620,94299,100683,107137,114099,121615,129451,137395,145388,153583,161907,169977,177826,185974,194581,203429,212483,221691,230743,239365
98,41,44,48,51,57,63,71,81,90,100,114,128,145,162,183,207,231,259,291,325,378,425,490,545,611,687,757,835,917,991,1072,1151,1236,1321,1401,1477,1556,1633,1710,1807,1920,2061,2221,2397,2594,2789,2992,3208,3430,3657,3895,4151,4397,4618,4833,5039,5246,5455,5633,5806,6028,6342,6737,7158,7594,8054,8568,9213,9957,10714,11039,10943,11402,12419,13462,14553,15553,16460,17436,18513,19697,20924,22154,23426,24818,26364,28047,29862,31806,33851,35925,38139,40610,43109,45570,48116,50735,53408,56103,59245,63237,67903,73325,79038,84520,90075,96073,102553,109321,116198,123133,130259,137513,144570,151455,158612,166178,173970,181954,190091,198111
99,24,25,28,30,32,36,41,47,54,60,67,76,87,97,110,124,140,157,177,200,230,268,307,346,388,440,490,542,594,652,702,754,815,873,931,983,1041,1097,1156,1209,1287,1380,1482,1597,1722,1856,1993,2142,2304,2487,2666,2868,3055,3221,3379,3530,3678,3839,3981,4110,4280,4517,4812,5113,5418,5741,6099,6564,7104,7670,7902,7775,8069,8840,9649,10482,11355,12162,12901,13696,14576,15543,16548,17563,18614,19766,21046,22441,23947,25565,27268,29002,30855,32923,35019,37093,39241,41456,43722,46010,48674,52044,55979,60551,65377,70025,74747,79851,85372,91147,97029,102978,109102,115351,121450,127422,133639,140217,147003,153967,161080
100,13,14,16,18,19,21,24,26,30,34,38,44,50,56,63,73,82,93,105,119,139,161,187,213,242,272,304,341,374,411,445,483,522,559,599,639,678,712,752,792,847,902,964,1038,1122,1202,1287,1388,1506,1630,1769,1916,2061,2186,2301,2403,2511,2625,2726,2831,2960,3137,3350,3574,3792,4009,4252,4579,4959,5366,5543,5435,5593,6128,6729,7361,8016,8704,9345,9937,10576,11283,12061,12873,13696,14552,15491,16536,17674,18907,20231,21630,23058,24588,26292,28028,29749,31535,33382,35275,37192,39418,42224,45498,49301,53323,57212,61174,65462,70104,74969,79938,84976,90175,95492,100701,105818,111155,116807,122646,128651
101,8,8,8,10,11,11,13,15,17,20,22,24,28,31,35,40,47,53,60,68,81,96,109,128,140,164,181,207,229,252,274,296,326,347,374,401,425,452,477,504,537,577,617,661,704,757,810,874,948,1037,1132,1241,1347,1438,1520,1588,1667,1743,1817,1889,1982,2117,2271,2432,2583,2733,2904,3124,3381,3667,3814,3771,3840,4155,4563,5023,5510,6015,6548,7049,7516,8022,8581,9195,9841,10498,11184,11937,12776,13691,14683,15752,16883,18040,19283,20668,22081,23488,24952,26468,28026,29608,31441,33743,36428,39547,42851,46060,49338,52890,56741,60785,64926,69137,73493,77958,82350,86680,91203,95999,100961
102,4,4,4,4,6,7,7,8,9,11,12,14,16,17,19,22,26,29,33,38,45,54,63,74,81,96,107,119,133,148,160,179,191,211,226,243,258,276,288,310,330,355,382,408,436,463,497,535,578,636,698,772,845,908,971,1020,1073,1125,1172,1224,1288,1382,1491,1605,1716,1819,1927,2076,2251,2437,2569,2603,2642,2787,3023,3328,3674,4041,4425,4831,5215,5577,5969,6404,6883,7386,7902,8443,9037,9699,10422,11208,12055,12955,13878,14871,15977,17110,18243,19423,20647,21908,23194,24680,26540,28708,31227,33902,36510,39184,42084,45232,48546,51949,55421,59020,62720,66372,69987,73769,77784
103,2,2,2,2,2,4,4,4,4,5,7,8,8,10,10,12,14,16,18,20,26,31,34,41,47,55,60,70,75,85,92,105,113,121,132,139,151,163,174,181,197,214,229,245,259,277,294,317,346,377,414,464,510,556,598,633,667,700,734,764,811,877,954,1031,1102,1177,1247,1350,1464,1587,1690,1770,1815,1869,1977,2151,2376,2630,2903,3189,3492,3781,4057,4356,4688,5053,5439,5837,6255,6715,7228,7791,8402,9062,9765,10489,11268,12137,13029,13925,14860,15833,16838,17864,19050,20529,22252,24255,26387,28474,30620,32953,35489,38164,40919,43739,46670,49692,52687,55662,58781
104,2,1,2,2,2,2,2,2,2,2,3,4,4,4,6,6,6,8,10,11,14,18,19,21,27,31,31,37,42,47,52,59,65,67,75,80,85,91,99,104,113,121,132,144,151,160,168,184,197,218,236,269,297,327,354,374,401,426,440,464,493,533,586,639,690,734,787,853,924,1002,1079,1167,1221,1250,1292,1372,1497,1658,1842,2040,2248,2471,2685,2891,3114,3362,3636,3926,4227,4544,4895,5285,5714,6180,6685,7224,7782,8383,9053,9743,10439,11168,11927,12714,13519,14449,15605,16951,18518,20189,21833,23530,25376,27386,29513,31709,33966,36317,38749,41168,43581
105,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,6,8,8,10,12,13,16,18,22,21,25,27,30,33,37,40,44,46,50,54,60,62,67,73,84,86,91,96,101,110,121,131,150,168,184,203,217,229,246,255,273,295,314,346,383,413,445,478,521,568,615,666,735,788,818,840,872,929,1017,1131,1261,1402,1551,1710,1865,2016,2180,2361,2562,2776,2999,3236,3497,3788,4108,4457,4838,5243,5664,6118,6626,7150,7681,8237,8820,9424,10045,10761,11650,12684,13888,15176,16449,17767,19205,20774,22437,24161,25938,27796,29721,31645
106,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,4,5,7,7,9,10,12,13,13,16,18,22,24,23,26,26,27,30,33,36,42,44,48,48,52,54,61,62,72,82,89,102,108,118,126,138,145,150,166,181,196,223,237,259,281,314,341,371,398,445,483,511,534,550,574,613,675,752,843,941,1045,1157,1267,1374,1493,1623,1767,1922,2084,2256,2447,2660,2894,3151,3430,3729,4040,4377,4755,5146,5542,5960,6398,6853,7324,7866,8536,9317,10226,11202,12171,13178,14279,15482,16762,18093,19470,20914,22415
107,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,5,4,4,6,7,6,7,9,9,10,11,13,14,15,16,20,19,20,23,24,25,26,28,32,35,36,41,47,52,57,64,68,72,82,84,90,99,115,121,134,149,163,173,192,218,231,259,283,304,323,339,351,368,395,436,489,550,617,688,765,842,917,999,1091,1193,1302,1417,1540,1676,1828,1997,2181,2382,2598,2824,3069,3344,3629,3920,4227,4550,4888,5237,5640,6136,6714,7389,8115,8840,9596,10424,11333,12300,13311,14360,15463
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,5,6,6,6,8,8,8,10,9,11,12,13,14,14,17,19,18,21,26,26,28,30,34,37,41,43,47,53,60,66,75,82,85,93,112,115,129,148,161,173,186,199,209,218,230,248,275,309,350,394,442,494,545,597,654,717,787,862,942,1028,1123,1230,1348,1478,1619,1773,1933,2108,2304,2508,2717,2939,3172,3417,3672,3965,4325,4746,5237,5769,6301,6859,7471,8144,8864,9617,10403
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,4,5,4,5,5,7,7,5,7,8,8,10,10,11,11,14,15,16,20,20,21,29,35,30,33,37,41,44,51,57,62,52,47,70,94,101,110,117,124,130,138,150,167,188,215,243,274,308,341,375,412,454,501,551,606,663,727,800,880,968,1065,1170,1280,1400,1536,1678,1823,1979,2142,2315,2495,2702,2957,3254,3601,3978,4359,4758,5200,5684,6204,6752
